BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","Sisourat13","Sisourat, N.","Nuclear dynamics of decaying states: A semiclassical approach","J. Chem. Phys.",139,,"","074111",2013,"","theory","","","","","","","AIP","","","","","","","A semiclassical method is proposed for carrying out molecular fragmentation simulations following electronic  decay processes. The nuclear motion is treated classically during and after the electronic decay while a quantum mechanical  description is used for the electron dynamics. The method is compared with full quantum results for benchmark examples.  Good agreement is achieved. Such a method should be very useful for studying large systems for which a quantum description  is not feasible.","","","",""
7,"","Demekhin13","Demekhin, Ph. V.; Gokhberg, K.; Jabbari, G.; Kopelke, S.; Kuleff, A. I. & Cederbaum, L. S.","Overcoming blockade in producing doubly excited dimers by a single intense pulse and their decay","J. Phys. B: At. Mol. Opt. Phys.",46,,"","021001",2013,"","theory","","","","","","","IOP","","","","","","","Excitation of two identical species in a cluster by the absorption of two photons of the same energy is strongly suppressed since the excitation of one subunit blocks the excitation of the other one due to the binding Coulomb interaction. Here, we propose a very efficient way to overcome this blockade in producing doubly excited homoatomic clusters by a single intense laser pulse. For Ne<sub>2</sub> it is explicitly demonstrated that the optimal carrier frequency of the pulse is given by half of the target state's energy, which allows one to doubly excite more than half of the dimers at moderate field intensities. These dimers then undergo ultrafast interatomic decay bringing one Ne to its ground state and ionizing the other one. The reported <em>ab initio</em> electron spectra present reliable predictions for future experiments by strong laser pulses.","","","",""
7,"","Harbach13","Harbach, Ph.H.P.; Schneider, M.; Faraji, S. & Dreuw, A.","Intermolecular Coulombic Decay in Biology: The Initial Electron Detachment from FADH<sup>-</sup> in DNA Photolyases","J. Phys. Chem. Lett.",4,,"","943",2013,"","theory","","","","","","","American Chemical Society","","","","","","","Intermolecular coulombic decay (ICD) is an efficient mechanism of low-energy electron generation in  condensed phases and is discussed as their potential source in living cells, tissues, and materials. The first  example of ICD as an operating mechanism in real biological systems, that is, in the DNA repair enzymes photolyases,  is presented. Photolyase function involves light-induced electron detachment from a reduced flavin adenine  dinucleotide (FADH<sup>-</sup>), followed by its transfer to the DNA-lesion triggering repair of covalently bound  nucleobase dimers. Modern quantum chemical methods are employed to demonstrate that the transferred electron is  efficiently generated via a resonant ICD process between the antenna pigment and the FADH<sup>-</sup> cofactors.","","","",""
7,"","Dreuw13","Dreuw, A. & Faraji, S.","A quantum chemical perspective on (6-4) photolesion repair by photolyases","Phys. Chem. Chem. Phys.",15,,"","19957",2013,"","theory","","","","","","","RSC","","","","","","","(6-4)-Photolyases are fascinating enzymes which repair (6-4)-DNA photolesions utilizing light themselves.  It is well known that upon initial photo-excitation of an antenna pigment an electron is transferred from an adjacent  FADH<sup>-</sup> cofactor to the photolesion initiating repair, <em>i.e.</em> restoration of the original undamaged  DNA bases. Concerning the molecular details of this amazing repair mechanism, the early steps of energy transfer and  catalytic electron generation are well understood, the terminal repair mechanism, however, is still a matter of  ongoing debate. In this perspective article, recent results of quantum chemical investigations are presented, and  their meaning for the repair mechanism under natural conditions is outlined. Consequences of natural light conditions,  temperature and thermal equilibration are highlighted when issues like the initial protonation state of the relevant  histidines and the lesion, or the direction of electron transfer are discussed.","","","",""
7,"","Kryzhevoi13","Kryzhevoi, N. V.; Mateo, D.; Pi, M.; Barranco, M. & Cederbaum, L. S.","Probing the interface of doped isotopically mixed helium droplets by the directional anisotropy of interatomic Coulombic decay","Phys. Chem. Chem. Phys.",15,,"","18167",2013,"","theory","","","","","","","RSC","","","","","","","Interatomic Coulombic decay (ICD) represents an efficient electronic relaxation mechanism of an ionized or  an excited system embedded in an environment. The type of this environment and its size have a great impact on the ICD  performance. It is stressed that ICD is sensitive to the arrangement of neighboring atoms when the initially created  vacancy has a polarization direction. This is demonstrated in the present paper for the case of a 3p-ionized Ca  surrounded by He atoms. Useful explicit expressions are derived for the ICD widths which show that the neighbors  located along the polarization direction of the ionized orbital have the largest contribution to the ICD rate. By  comparison with <em>ab initio</em> results for small clusters, we also show that in a helium environment, the pairwise approximation represents a reliable approach for computing ICD widths. Using this approximation and the density  distribution of the helium atoms obtained within density functional theory, we explore ICD in large isotopically  mixed helium droplets doped with Ca. A special emphasis is given to the difference between the ICD widths for the  Ca3p orbitals directed perpendicular and parallel to the droplet surface. Depending on the size and isotopic  composition of the droplet, Ca resides in the interfacial layer between the <sup>4</sup>He core and the <sup>3</sup>He outer shell. Hence, ICD studies in these droplets may provide valuable information on the properties of this  interface.","","","",""
7,"","Svoboda13","Svoboda, O.; Hollas, D.; On\v{c}\'{a}k, M. & Slav\'{i}\v{c}ek, P.","Reaction Selectivity in Ionized Water Dimer: Nonadiabatic <em>Ab Initio</em> Dynamics Simulations","Phys. Chem. Chem. Phys.",15,,"","11531",2013,"","theory","","","","","","","RSC","","","","","","","We study dynamical processes following water dimer ionization. The nonadiabatic dynamical simulations of the water dimer radical cation are performed using a surface hopping technique and a Complete Active Space &ndash; Self Consistent Field (CASSCF) method for the description of electronic structure. The main goal of this study is to find out whether a state-dependent reactivity is observed for the water dimer radical cation. We provide a detailed mapping of the potential energy surfaces (PESs) in the relevant coordinates for different electronic states. Dynamical patterns are discussed on the basis of static PES cuts and available experimental data. As a product of the reaction, we observed either proton transferred structure (H<sub>3</sub>O<sup>+</sup>&sdot;&sdot;&sdot;OH<sup>&bull;</sup>)  or various dissociated structures (H<sub>3</sub>O<sup>+</sup> + OH<sup>&bull;</sup>,  H<sub>2</sub>O<sup>&bull;+</sup> + H<sub>2</sub>O, H<sup>&bull;</sup> + OH<sup>&bull;</sup> + H<sub>2</sub>O<sup>&bull;+</sup>).  The relative yields are controlled by the populated electronic state of the radical cation. The proton transfer upon  the HOMO electron ionization is an ultrafast process, taking less than 100 fs, in cases of higher energy ionization  the dynamical processes occur on longer timescales (200-300 fs). We also discuss the implications of our simulations  for the efficiency of the recently identified intermolecular coulomb decay (ICD) process in the water dimer.","","","",""
7,"","Pont13","Pont, F. M.; Bande, A. & Cederbaum, L. S.","Controlled energy-selected electron capture and release in double quantum dots","Phys. Rev. B",88,,"","241304",2013,"","theory","","","","","","","American Physical Society","","","","","","","Highly accurate quantum electron dynamics calculations demonstrate that energy can be efficiently  transferred between quantum dots. Specifically, in a double quantum dot an incoming electron is captured by one dot  and the excess energy is transferred to the neighboring dot and used to remove an electron from this dot. This process  is due to long-range electron correlation and shown to be operative at rather large distances between the dots. The  efficiency of the process is greatly enhanced by preparing the double quantum dot such that the incoming electron is  initially captured by a two-electron resonance state of the system. In contrast to atoms and molecules in nature,  double quantum dots can be manipulated to achieve this enhancement. This mechanism leads to a surprisingly narrow  distribution of the energy of the electron removed in the process which is explained by resonance theory. We argue  that the process could be exploited in practice.","","","",""
7,"","Stumpf13","Stumpf, V.; Koloren\v{c}, P.; Gokhberg, K. & Cederbaum, L. S.","Efficient pathway to neutralization of multiply charged ions produced in Auger processes","Phys. Rev. Lett.",110,,"","258302",2013,"","theory","","","","","","","American Physical Society","","","","","","","After core ionization of an atom or molecule by an x-ray photon, multiply charged ions are produced in the  Auger decay process. These ions tend to neutralize their charge when embedded in an environment. We demonstrate that,  depending on the atom or molecule and its neighbors, electron transfer mediated decay (ETMD) provides a particularly  efficient neutralization pathway for the majority of the ions produced by Auger decay. The mechanism is rather general.  As a show case example, we conducted an <em>ab initio</em> study of the NeKr<sub>2</sub> cluster after core ionization  of the Ne atom. This example has been chosen because it is amenable to both <em>ab initio</em> calculations and coincidence  experiments. We find that even for frozen nuclei, the neutralization rate can be as fast as 0.130 ps<sup>-1</sup>. We  also show that nuclear dynamics may increase the rate by about an order of magnitude. The generality of the mechanism  makes this neutralization pathway important in weakly bonded environments.","","","",""
7,"","Sajeev14","Sajeev, Y.; Ghosh, A.; Vaval, N. & Pal, S.","Coupled cluster methods for autoionisation resonances","Int. Rev. Phys. Chem.",33,,"","397",2014,"","theory","","","","","","","Taylor & Francis","","","","","","","The quantum chemical calculation of autoionisation resonances in many-electron systems is a highly  challenging task due to the ionisation continuum involved. Recently, advances were reported where conventionally used  <em>ab initio</em> codes can be employed to compute autoionisation resonances. This is made possible by the use of  analytical continuation tools such as complex scaling and complex absorbing potential (CAP) in the electronic structure  codes. We review the formulation and the use of complex scaling and CAP in coupled cluster methods for the electron  correlated calculation of energy position and autoionisation decay rate of resonance states. The application of  analytically continued coupled cluster method for the correlated calculation of interatomic or intermolecular  Coulombic decay process is also discussed.","","","",""
7,"","Ghosh14b","Ghosh, A. & Vaval, N.","Geometry-dependent lifetime of Interatomic coulombic decay using equation-of-motion coupled cluster method","J. Chem. Phys.",141,,"","234108",2014,"","theory","","","","","","","AIP","","","","","","","Electronically excited atom or molecule in an environment can relax via transferring its excess energy to  the neighboring atoms or molecules. The process is called Interatomic or Intermolecular coulombic decay (ICD). The ICD  is a fast decay process in environment. Generally, the ICD mechanism predominates in weakly bound clusters. In this  paper, we have applied the complex absorbing potential approach/equation-of-motion coupled cluster (CAP/EOMCCSD) method  which is a combination of CAP and EOMCC approach to study the lifetime of ICD at various geometries of the molecules.  We have applied this method to calculate the lifetime of ICD in Ne-X; X = Ne, Mg, Ar, systems. We compare our  results with other theoretical and experimental results available in literature.","","","",""
7,"","Jabbari14","Jabbari, G.; Klaiman, S.; Chiang, Y.-C.; Trinter, F.; Jahnke, T. & Gokhberg, K.","<em>Ab initio</em> calculation of ICD widths in photoexcited HeNe","J. Chem. Phys.",140,,"","224305",2014,"","theory","","","","","","","AIP","","","","","","","Excitation of HeNe by synchrotron light just below the frequency of the 1<em>s</em>&rarr;3<em>p</em>  transition of isolated He has been recently shown to be followed by resonant interatomic Coulombic decay (ICD). The  vibrationally resolved widths of the ICD states were extracted with high precision from the photoion spectra. In this  paper, we report the results of ab initio calculations of these widths. We show that interaction between electronic  states at about the equilibrium distance of HeNe makes dark states of He accessible for the photoexcitation and  subsequent electronic decay. Moreover, the values of the calculated widths are shown to be strongly sensitive to the  presence of the non-adiabatic coupling between the electronic states participating in the decay. Therefore, only by  considering the complete manifold of interacting decaying electronic states a good agreement between the measured and  computed ICD widths can be achieved.","","","",""
7,"","Miteva14_1","Miteva, T.; Chiang, Y.-C.; Koloren\v{c}, P.; Kuleff, A. I.; Gokhberg, K. & Cederbaum, L. S.","Interatomic Coulombic decay following resonant core excitation of Ar in argon dimer","J. Chem. Phys.",141,,"","064307",2014,"","theory","","","","","","","AIP","","","","","","","A scheme utilizing excitation of core electrons followed by the resonant-Auger &mdash; interatomic Coulombic decay  (RA-ICD) cascade was recently proposed as a means of controlling the generation site and energies of slow ICD electrons. This control mechanism was verified in a series of experiments in rare gas dimers. In this article, we present fully  <em>ab initio</em> computed ICD electron and kinetic energy release spectra produced following  2<em>p</em><sub>3/2</sub>&rarr;4<em>s</em>, 2<em>p</em><sub>&frac12;</sub>&rarr;4<em>s</em>, and  2<em>p</em><sub>3/2</sub>&rarr;3<em>d</em> core excitations of Ar in Ar<sub>2</sub>. We demonstrate that the manifold  of ICD states populated in the resonant Auger process comprises two groups. One consists of lower energy ionization  satellites characterized by fast interatomic decay, while the other consists of slow decaying higher energy ionization  satellites. We show that accurate description of nuclear dynamics in the latter ICD states is crucial for obtaining  theoretical electron and kinetic energy release spectra in good agreement with the experiment.","","","",""
7,"","Miteva14_2","Miteva, T.; Chiang, Y.-C.; Koloren\v{c}, P.; Kuleff, A. I.; Cederbaum, L. S. & Gokhberg, K.","The effect of the partner atom on the spectra of interatomic Coulombic decay triggered by resonant Auger processes","J. Chem. Phys.",141,,"","164303",2014,"","theory","","","","","","","AIP","","","","","","","The resonant-Auger &mdash; interatomic Coulombic decay (ICD) cascade was recently suggested as an efficient  means of controlling the course of the ICD process. Recent theoretical and experimental works show that control over  the energies of the emitted ICD electrons can be achieved either by varying the photon energy to produce different  initial core excitations or by changing the neighboring species. This work presents a theoretical investigation on the  role of the rare-gas neighbor and clarifies how the latter influences the ICD process. For this purpose, we compare  fully <em>ab initio</em> computed ICD-electron and kinetic energy release spectra following the  2<em>p</em><sub>3/2</sub>&rarr;4<em>s</em>, 2<em>p</em><sub>&frac12;</sub>&rarr;4<em>s</em> and  2<em>p</em><sub>3/2</sub>&rarr;3<em>d</em> of Ar in ArKr and Ar<sub>2</sub>. We demonstrate that the presence of the  chemically &ldquo;softer&rdquo; partner atom results in an increase in the energies of the emitted ICD electrons, and also in the  appearance of additional ICD-active states. The latter leads to a threefold increase in the ICD yield for the case of  the 2<em>p</em><sub>3/2,1/2</sub>&rarr;4<em>s</em> parent core excitations.","","","",""
7,"","Zobel14","Zobel, J. P.; Kryzhevoi, N. V. & Pernpointner, M.","Communication: Electron transfer mediated decay enabled by spin-orbit interaction in small krypton/xenon clusters","J. Chem. Phys.",140,,"","161103",2014,"","theory","","","","","","","AIP","","","","","","","In this work we study the influence of relativistic effects, in particular spin-orbit coupling, on  electronic decay processes in KrXe<sub>2</sub> clusters of various geometries. For the first time it is shown that  inclusion of spin-orbit coupling has decisive influence on the accessibility of a specific decay pathway in these  clusters. The radiationless relaxation process is initiated by a Kr 4<em>s</em> ionization followed by an electron  transfer from xenon to krypton and a final second ionization of the system. We demonstrate the existence of competing  electronic decay pathways depending in a subtle way on the geometry and level of theory. For our calculations a  fully relativistic framework was employed where omission of spin-orbit coupling leads to closing of two decay pathways.  These findings stress the relevance of an adequate relativistic description for clusters with heavy elements and their  fragmentation dynamics.","","","",""
7,"","Ghosh14a","Ghosh, A.; Pal, S. & Vaval, N.","Interatomic Coulombic decay in (HF)<sub>n</sub> (<em>n</em>=2-3) clusters using CAP/EOM-CCSD method","Mol. Phys.",112,,"","669",2014,"","theory","","","","","","","Taylor & Francis","","","","","","","The equation-of-motion coupled-cluster method along with the complex absorbing potential has been applied to  study the interatomic Coulombic decay mechanism in hydrogen-bonded clusters. We have applied this method to calculate  the lifetime of the F 2s inner-valence ionised state of (HF)<sub>n</sub> (<em>n</em>=2-3) clusters. The lifetime is  found to be very short and decreases substantially with increasing the number of HF monomer.","","","",""
7,"","Gokhberg14","Gokhberg, K.; Koloren\v{c}, P.; Kuleff, A. I. & Cederbaum, L. S.","Site- and energy-selective slow-electron production through intermolecular Coulombic decay","Nature",505,,"","661",2014,"","theory","","","","","","","Nature Research","","","","","","","Irradiation of matter with light tends to electronically excite atoms and molecules, with subsequent  relaxation processes determining where the photon energy is ultimately deposited and electrons and ions produced. In  weakly bound systems, intermolecular Coulombic decay (ICD) enables very efficient relaxation of electronic excitation  through transfer of the excess energy to neighbouring atoms or molecules that then lose an electron and become ionized.  Here we propose that the emission site and energy of the electrons released during this process can be controlled by  coupling the ICD to a resonant core excitation. We illustrate this concept with ab initio many-body calculations on the  argon-krypton model system, where resonant photoabsorption produces an initial or 'parent' excitation of the argon atom,  which then triggers a resonant-Auger-ICD cascade that ends with the emission of a slow electron from the krypton atom.  Our calculations show that the energy of the emitted electrons depends sensitively on the initial excited state of the  argon atom. The incident energy can thus be adjusted both to produce the initial excitation in a chosen atom and to  realize an excitation that will result in the emission of ICD electrons with desired energies. These properties of the  decay cascade might have consequences for fundamental and applied radiation biology and could be of interest in the  development of new spectroscopic techniques.","","","",""
7,"","Javani14","Javani, M. H.; Wise, J. B.; De, R.; Madjet, M. E.; Manson, S. T. & Chakraborty, H. S.","Resonant Auger-intersite-Coulombic hybridized decay in the photoionization of endohedral fullerenes","Phys. Rev. A",89,,"","063420",2014,"","theory","","","","","","","American Physical Society","","","","","","","Considering the photoionization of Ar@C<sub>60</sub>, we predict resonant femtosecond decays of both Ar and  C<sub>60</sub> vacancies through the continua of atom-fullerene hybrid final states. For Ar 3<em>s</em>&rarr;<em>np</em>  excitations, these resonances are far stronger than the Ar-to-C<sub>60</sub> resonant intersite-Coulombic decays (ICD),  while for C<sub>60</sub> excitations they are strikingly larger than the corresponding Auger features. The results  indicate the power of hybridization to enhance decay rates and modify lifetimes and line profiles, offering a unique  probe, more powerful than regular ICDs, for multicenter decay processes.","","","",""
7,"","Stumpf14","Stumpf, V.; Kryzhevoi, N. V.; Gokhberg, K. & Cederbaum, L. S.","Enhanced one-photon double ionization of atoms and molecules in an environment of different species","Phys. Rev. Lett.",112,,"","193001",2014,"","theory","","","","","","","American Physical Society","","","","","","","The correlated nature of electronic states in atoms and molecules is manifested in the simultaneous emission  of two electrons after absorption of a single photon close to the respective threshold. Numerous observations in atoms  and small molecules demonstrate that the double ionization efficiency close to threshold is rather small. In this  Letter we show that this efficiency can be dramatically enhanced in the environment. To be specific, we concentrate on  the case where the species in question has one or several He atoms as neighbors. The enhancement is achieved by an  indirect process, where a He atom of the environment absorbs a photon and the resulting He<sup>+</sup> cation is  neutralized fast by a process known as electron transfer mediated decay, producing thereby doubly ionized species.  The enhancement of the double ionization is demonstrated in detail for the example of the Mg&middot;He cluster. We show  that the double ionization cross section of Mg becomes 3 orders of magnitude larger than the respective cross section  of the isolated Mg atom. The impact of more neighbors is discussed and the extension to other species and environments  is addressed.","","","",""
3,"","Bande15","Bande, A.; Pont, F. M.; Gokhberg, K. & Cederbaum, L. S.","Interatomic Coulombic electron capture in atomic, molecular, and quantum dot systems","Eur. Phys. J. Conf.",84,,"","07002",2015,"","theory","","","","","DR2013: Ninth International Conference on Dissociative Recombination: Theory, Experiment, and Applications","Schneider, I. F.; Dulieu, O. & Robert, J.","EDP Sciences","","","","","","","The interatomic Coulombic electron capture (ICEC) process has recently been predicted theoretically for  clusters of atoms and molecules. For an atom <em>A</em> capturing an electron <em>e(&epsilon;)</em> it competes with  the well known photorecombination, because in an environment of neutral or anionic neighboring atoms <em>B</em>,  <em>A</em> can transfer its excess energy in the ultrafast ICEC process to <em>B</em> which is then ionized. The cross  section for <em>e(&epsilon;)</em> + <em>A</em> + <em>B</em> &rightarrow; <em>A</em><sup>-</sup> + <em>B</em><sup>+</sup> +  <em>e(&epsilon;&acute;)</em> has been obtained in an asymptotic approximation based on scattering theory for several  clusters [1,2]. It was found that ICEC starts dominating the PR for distances among participating species of  nanometers and lower. Therefore, we believe that the ICEC process might be of importance in the atmosphere, in  biological systems, plasmas, or in nanostructured materials. As an example for the latter, ICEC has been investigated  by means of electron dynamics in a model potential for semiconductor double quantum dots (QDs) [3]. In the simplest  case one QD captures an electron while the outgoing electron is emitted from the other. The reaction probability for  this process was found to be relatively large.","","","",""
7,"","Kolorenc15","Koloren\v{c}, P. & Sisourat, N.","Interatomic Coulombic decay widths of helium trimer: <em>Ab initio</em> calculations","J. Chem. Phys.",143,,"","224310",2015,"","theory","","","","","","","AIP","","","","","","","We report on an extensive study of interatomic Coulombic decay (ICD) widths in helium trimer computed  using a fully <em>ab initio</em> method based on the Fano theory of resonances. Algebraic diagrammatic construction for  one-particle Green's function is utilized for the solution of the many-electron problem. An advanced and universal  approach to partitioning of the configuration space into discrete states and continuum subspaces is described and  employed. Total decay widths are presented for all ICD-active states of the trimer characterized by one-site  ionization and additional excitation of an electron into the second shell. Selected partial decay widths are  analyzed in detail, showing how three-body effects can qualitatively change the character of certain relaxation  transitions. Previously unreported type of three-electron decay processes is identified in one class of the  metastable states.","","","",""
7,"","Mondal15","Mondal, S. I.; Dey, A.; Sen, S.; Patwari, G. N. & Ghosh, D.","Spectroscopic and <em>ab initio</em> investigation of 2,6-difluorophenylacetylene-amine complexes: coexistence of C-H...N and lone-pair...pi complexes and intermolecular coulombic decay","Phys. Chem. Chem. Phys.",17,,"","434",2015,"","theory","","","","","","","RSC","","","","","","","Binary complexes of 2,6-difluorophenylacetylene with methylamine, dimethylamine, trimethylamine and  triethylamine were investigated using one colour resonant two photon ionization and infrared-optical double resonance  spectroscopic techniques combined with high level <em>ab initio</em> calculations. All four amines form  C<sub>Ac</sub>&mdash;H&#8943;N hydrogen-bonded complexes. Additionally trimethylamine and triethylamine form complexes  characterized by Lp&mdash;&pi; interactions, due to the electron deficient nature of the phenyl ring of  2,6-difluorophenylacetylene. The Lp&mdash;&pi; interacting structure of the 2,6-difluorophenylacetylene-trimethylamine  complex is about 1.5 kJ mol<sup>-1</sup> higher in energy than the C<sub>Ac</sub>&mdash;H&#8943;N hydrogen-bonded  structure, which is the global minimum. Energy decomposition analysis indicates that the electrostatics and dispersion  interactions favour the formation of C<sub>Ac</sub>&mdash;H&#8943;N and Lp&mdash;&pi; complexes, respectively.  Interestingly the C<sub>Ac</sub>&mdash;H&#8943;N hydrogen-bonded complex of 2,6-difluorophenylacetylene-triethylamine  showed a smaller shift in the acetylenic C&mdash;H stretching frequency than the 2,6-difluorophenylacetylene-trimethylamine  complex. The observed fragmentation of the binary complexes of 2,6-difluorophenylacetylene with the four amines  following resonant two-photon ionization can be explained on the basis of the intermolecular coulombic decay process.","","","",""
7,"","Goldzak15","Goldzak, T.; Gantz, L.; Gilary, I.; Bahir, G. & Moiseyev, N.","Interatomic Coulombic decay in two coupled quantum wells","Phys. Rev. B",91,,"","165312",2015,"","theory","","","","","","","American Physical Society","","","","","","","Interatomic Coulombic decay (ICD) is a relaxation process induced by electronic correlation.  In this work we study the ICD process in a two coupled quantum wells (QWs) nanostructure. We study a simple  one-dimensional effective potential using experimental parameters of the semiconductor QW layers, i.e., using the  single-band effective-mass approximation. In our calculations we consider the discontinuity of the effective mass  of the electron in each of the QW layers. We control the ICD lifetime by changing the distance between the two wells.  The expected overall trend is a decrease of ICD lifetime with a decrease in the distance between the wells. We show  that the distance can be tuned such that the emitted ICD electron is trapped in a metastable state in the con-tinuum,  i.e., a one-electron resonance state. This causes the lifetime of the ICD to be an order of magnitude smaller even at  very long distances, and improves the efficiency of the ICD process. For the ICD to be the dominant decay mechanism  it must prevail over all other possible competitive decay processes. We have found that the lifetime of the ICD is on  the time scale of picoseconds. Therefore, based on our results we can design an experiment that will observe the ICD  phenomenon in QWs nanostructure. This work can lead to a design of a wavelength-sensitive detector which is efficient  even at low intensities.","","","",""
7,"","Jabbari16","Jabbari, G.; Sadri, K.; Cederbaum, L. S. & Gokhberg, K.","Strong enhancement of cage effects in water photolysis caused by interatomic Coulombic decay","J. Chem. Phys.",144,,"","164307",2016,"","theory","","","","","","","AIP","","","","","","","The impact of the solvent on the photodissociation of embedded molecules has been intensively investigated in the last decades.  Collisions of photofragments with the solvating atoms or molecules can change their kinetic energy distribution or even lead to the de-excitation  of the dissociating molecule to a bound electronic state quenching the dissociation. In this article we show that this cage effect is strongly  enhanced if interatomic Coulombic decay (ICD) of the excited state becomes allowed. <em>Ab initio</em> calculations in  H<sub>2</sub>O&#8211;Cl<sup>-</sup> cluster show that the ultra-fast dissociation of water in the <em>&Atilde;</em> excited state is strongly  quenched by ICD. We found that this very efficient quenching is due to two factors. First, the lifetimes of the <em>&Atilde;</em> state due to ICD are  short ranging between 6 and 30 fs. Second, nuclear dynamics is dominated by the chattering motion of the H atom between O and Cl<sup>-</sup>  allowing ICD to act for longer times. We hope that this work will be an important first step in clarifying the impact of ICD on photodissociation  of embedded molecules.","","","",""
7,"","Kryzhevoi16","Kryzhevoi, N. V.","Microhydration of LiOH: Insight from electronic decays of core-ionized states","J. Chem. Phys.",144,,"","244302",2016,"","theory","","","","","","","AIP","","","","","","","We compute and compare the autoionization spectra of a core-ionized LiOH molecule both in its isolated and  microhydrated states. Stepwise microhydration of LiOH leads to gradual elongation of the Li-OH bond length and finally  to molecular dissociation. The accompanying changes in the local environment of the OH<sup>-</sup> and Li<sup>+</sup>  counterions are reflected in the computed O 1<em>s</em> and Li 1<em>s</em> spectra. The role of solvent water molecules  and the counterion in the spectral shape formation is assessed. Electronic decays of the microhydrated LiOH are found  to be mostly intermolecular since the majority of the populated final states have at least one outer-valence vacancy  outside the initially core-ionized ion, mainly on a neighboring water molecule. The charge delocalization occurs  through the intermolecular Coulombic and electron transfer mediated decays. Both mechanisms are highly efficient that  is partly attributed to hybridization of molecular orbitals. The computed spectral shapes are sensitive to the  counterion separation as well as to the number and arrangement of solvent molecules. These sensitivities can be used  for studying the local hydration structure of solvated ions in aqueous solutions.","","","",""
7,"","Sisourat16","Sisourat, N.; Kazandjian, S.; Randimbiarisolo, A. & Koloren\v{c}, P.","Interatomic Coulombic decay widths of helium trimer: A diatomics-in-molecules approach","J. Chem. Phys.",144,,"","084111",2016,"","theory","","","","","","","AIP","","","","","","","We report a new method to compute the Interatomic Coulombic Decay (ICD) widths for large clusters which relies  on the combination of the projection-operator formalism of scattering theory and the diatomics-in-molecules approach.  The total and partial ICD widths of a cluster are computed from the energies and coupling matrix elements of the atomic  and diatomic fragments of the system. The method is applied to the helium trimer and the results are compared to fully  <em>ab initio</em> widths. A good agreement between the two sets of data is shown. Limitations of the present method are  also discussed.","","","",""
7,"","Stumpf16b","Stumpf, V.; Brunken, C. & Gokhberg, K.","Impact of metal ion's charge on the interatomic Coulombic decay widths in microsolvated clusters","J. Chem. Phys.",145,,"","104306",2016,"","theory","","","","","","","AIP","","","","","","","Interatomic Coulombic decay (ICD) is an efficient electronic decay mechanism of electronically excited atoms  and molecules embedded in an environment. For the series of isoelectronic Na<sup>+</sup>, Mg<sup>2+</sup>, and  Al<sup>3+</sup> ions in aqueous solution, ultrashort ICD lifetimes of 3.1 fs, 1.5 fs, and 0.9 fs, respectively, were  observed experimentally. The magnitude of the ICD lifetimes and their variation within the series were qualitatively  explained by shortening metal-oxygen equilibrium distances and the increasing polarization of the water molecules as  the metal's charge grows. We carried out an extensive <em>ab initio</em> investigation of the variation of the ICD  widths with the metal-oxygen distances and the number of water neighbors in Na<sup>+</sup>-(H<sub>2</sub>O)<sub>m</sub> (m = 1-4) and Mg<sup>2+</sup>-(H<sub>2</sub>O)<sub>n</sub> (n = 1-6) clusters including and excluding polarization  effects in the decaying state. We demonstrated that the effect of the induced polarization of the water ligand and the  equilibrium cation-oxygen distance are equally important in determining the ordering and ratios of the ICD lifetimes  in the series. Moreover, we showed that the induced polarization of the water molecules leads to a slower than linear  growth of ICD width with the number of equivalent water neighbors; the non-linearity is stronger for Mg<sup>2+</sup>.  The <em>ab initio</em> ICD widths in microsolvated Na<sup>+</sup>-(H<sub>2</sub>O)<sub>4</sub> and  Mg<sup>2+</sup>-(H<sub>2</sub>O)<sub>6</sub> clusters are found to be in good agreement with the experimental values.","","","",""
7,"","Dolbundalchok16","Dolbundalchok, P.; Pel{\'a}ez, D.; Aziz, E. F. & Bande, A.","Geometrical Control of the Interatomic Coulombic Decay Process in Quantum Dots for Infrared Photodetectors","J. Comp. Chem.",37,,"","2249",2016,"","theory","","","","","","","Wiley-VCH","","","","","","","In electron dynamics calculations the interatomic Coulombic decay (ICD) process has recently been shown  to take place in two vertically-aligned quantum dots (QDs). Energy emitted during the relaxation of one electron in  one QD is converted into kinetic energy of another electron ejected from a neighboring QD. As the electronic structure  of QDs can be controlled by their geometries, we prove here in thorough scans of the transversal and vertical QD  confinement potentials' widths that geometries are likewise control parameters for ICD. Such a comprehensive investigation  has been enabled by a significant development of the calculations in terms of speed achieved among others by optimization  of the grid and Coulomb interaction operator representations. As key result of this study we propose two cigar-shaped  singly-charged GaAs QDs vertically aligned in the direction of their long side for a most efficient QD ICD realization  useful for an infrared photodetector.","","","",""
